MEP,KPI,Quarter,Predicted_KPI,Intercept,DL_HC_Used,IDL_HC_Used,Coef_DL_HC,Coef_IDL_HC,FY22 Q1,FY22 Q2,FY22 Q3,FY22 Q4,FY23 Q1,FY23 Q2,FY23 Q3,FY23 Q4,FY24 Q1,FY24 Q2,FY24 Q3,FY24 Q4,FY25 Q1,FY25 Q2,FY25 Q3,FY25 Q4
"MFG Penang, MYS_6",KPI: Total Sales from Ops,FY26 Q1,97971411.67334045,95351058.26470605,111.0,70.0,22337.36646851117,2012.9390089953438,130750485.08,42590626.79,75234574.39,198074878.89,81160614.24,152900744.91,75627661.23,93629311.17,94179218.22,163254020.47,163168755.56,78013907.09,101782399.92,53751322.85,173660518.96,145312998.7
"MFG Penang, MYS_7",KPI: Total Sales from Ops,FY26 Q1,132874416.19987881,196719689.93329287,282.0,439.0,-76326.0760313987,-96403.91866186702,151328584.93,34334276.16,105742603.64,49013627.13,155405582.87,186233442.42,106229584.1,122146872.75,43168130.45,91136562.5,163983299.3,47868983.76,105170847.44,122488973.08,101206085.67,117201769.16
"MFG Penang, MYS_8",KPI: Total Sales from Ops,FY26 Q1,130214868.25211668,117383524.50492871,228.0,304.0,1514.7683378602403,41072.29133603893,68514839.22,80014919.65,161401828.91,132469537.54,78589660.29,20164985.78,158898661.65,182221731.09,150817674.69,197913993.33,177514890.3,129993223.41,184650157.53,59798281.57,170567082.65,38926172.14
"MFG Penang, MYS_9",KPI: Total Sales from Ops,FY26 Q1,99201380.30912288,153430426.66120595,153.0,462.0,-23586.0896954172,-109567.91045169749,183822498.01,110666736.77,112410526.03,86082542.91,192370822.65,122294738.53,45984235.81,32545543.36,83530369.47,88089530.04,37512885.24,195736618.64,48601661.65,28893780.74,63377580.48,170993087.54
"MFG Shenzhen, CHN_1",KPI: Total Sales from Ops,FY26 Q1,170656416.0936507,90722162.70102824,1353.0,200.0,83097.47264174346,-162483.13545828228,133753790.82,101343027.88,123369591.97,182377368.69,65259758.81,39146807.03,36923954.58,170267406.32,51395524.92,197739275.99,163939922.09,155142017.21,135862473.59,54759454.32,139119056.61,75318520.78
"MFG Shenzhen, CHN_10",KPI: Total Sales from Ops,FY26 Q1,103732203.7810543,114689305.4438114,1056.0,490.0,37318.897688386765,-102787.46453406841,59708359.63,92941679.84,174193450.7,195885448.32,181972959.85,49041145.16,146933044.49,52188424.98,28665437.84,150989892.8,162894378.07,84283875.67,127114719.86,91700863.85,38087402.96,171192268.79
"MFG Shenzhen, CHN_2",KPI: Total Sales from Ops,FY26 Q1,98397515.97649646,152201622.0687001,939.0,75.0,-62364.707340327346,63418.0546715165,125083370.02,174400718.1,74609116.19,51523291.36,137706593.4,100380392.56,58066948.32,85032878.04,197427294.94,137744358.76,196481248.18,176105433.93,176522466.43,24934069.47,146113345.19,101653079.38
"MFG Shenzhen, CHN_3",KPI: Total Sales from Ops,FY26 Q1,73756684.43266746,19036006.008484274,300.0,282.0,52654.29862797611,138029.74764464665,186241807.72,20313115.15,77361408.94,139241174.61,130772287.66,23068977.83,124334029.27,90165110.26,26568680.32,150621953.43,103596099.76,66941157.16,189851756.55,181465352.55,158598732.64,22269798.85
"MFG Shenzhen, CHN_4",KPI: Total Sales from Ops,FY26 Q1,123189550.22747377,141870241.20841423,391.0,233.0,9295.947950798069,-95774.27738069741,160445002.58,102583394.57,163797426.33,146457561.39,151796328.08,122822090.48,36281529.92,27184225.54,86356869.33,181293192.99,106164116.46,179700861.45,103034233.17,102747856.69,31057689.03,163389510.69
"MFG Shenzhen, CHN_5",KPI: Total Sales from Ops,FY26 Q1,98038812.75886294,164996812.07549122,762.0,46.0,-89915.16041308868,33855.49822054999,135062932.46,143974911.93,160651798.04,20688642.15,59088002.73,36967719.21,119092082.26,198858997.26,121927800.38,59025729.12,145757902.87,94251069.87,27027315.7,64038407.4,33144473.3,40751563.79
"MFG Shenzhen, CHN_6",KPI: Total Sales from Ops,FY26 Q1,160342940.13383833,200124116.7473066,404.0,210.0,-76057.1041947153,-43114.79294668227,119157046.32,189741384.51,142361455.63,35376673.23,195473716.92,89531067.79,142065437.43,94447310.16,40137441.21,158333974.24,176801377.79,80443855.17,93644988.41,124911341.1,141881946.68,22777371.93
"MFG Shenzhen, CHN_7",KPI: Total Sales from Ops,FY26 Q1,134798789.25850165,148191174.39039257,637.0,364.0,-72014.93236310677,89233.86478958264,126382976.8,107842429.36,128704274.52,130494354.95,71568077.07,81074356.6,76158385.5,97763823.63,177427341.98,156523358.1,192683580.81,71129657.9,53356400.78,66463545.52,58394311.98,146270811.28
"MFG Shenzhen, CHN_8",KPI: Total Sales from Ops,FY26 Q1,99555354.14016868,102195303.99124725,368.0,26.0,-10782.829146308082,51081.9721062615,153673768.96,110085259.07,199587345.44,58262776.42,44162047.01,90068005.57,69378875.29,111128542.25,172954192.53,117505115.69,113979414.61,22419956.7,95539771.33,47170968.2,145495703.51,182968122.22
"MFG Shenzhen, CHN_9",KPI: Total Sales from Ops,FY26 Q1,158175836.63657454,139029460.99315855,425.0,388.0,-53148.62406009548,107563.24966225916,114294726.43,135978314.22,53814602.6,154321216.09,112649261.53,101752441.4,116893884.39,188650902.27,94511484.98,80421575.14,123087598.25,185730666.55,144968398.81,27410783.03,44101400.65,172828591.68
"MFG Tijuana, MEX_1",KPI: Total Sales from Ops,FY26 Q1,114745874.42192513,59834627.667044215,745.0,402.0,-22685.766187250985,178637.17055816643,34015648.81,199959388.08,41957652.84,31630934.11,164494305.14,36952508.27,184887803.75,133238385.39,46669932.21,138993787.43,153912682.86,75667013.28,115578367.17,121999565.82,88421768.44,164165282.68
"MFG Tijuana, MEX_10",KPI: Total Sales from Ops,FY26 Q1,102063492.75232115,143644155.4251824,1008.0,272.0,-11811.996262738468,-109096.2148530179,34467953.19,47096513.44,148129040.99,183247076.84,59981157.08,100757661.63,182306985.73,61219150.32,100635930.03,24309092.52,186243881.52,50696304.81,42480276.45,147969149.53,134829905.87,22761133.28
"MFG Tijuana, MEX_2",KPI: Total Sales from Ops,FY26 Q1,69312186.3715373,116079902.49280186,1492.0,26.0,-34473.35562904317,179481.94143337937,92333470.18,170149092.23,170949961.3,28678318.52,91199724.12,142842002.27,166411013.57,103744358.13,93295433.19,192153555.95,183411781.09,21337595.44,128680953.86,80332675.84,181721982.3,50265555.83
"MFG Tijuana, MEX_3",KPI: Total Sales from Ops,FY26 Q1,68236261.83133441,107133889.39684042,1195.0,82.0,-40222.81811873799,111812.68398031576,160130901.54,36964594.56,157613558.97,37545387.47,75123147.54,37910640.87,133252269.5,181826066.18,79739547.45,151990390.77,74294358.49,125368774.59,112496969.5,94176246.67,84917469.0,84224157.57
"MFG Tijuana, MEX_4",KPI: Total Sales from Ops,FY26 Q1,88155122.39322007,94205885.38677165,211.0,258.0,-18893.575020644137,-8000.847535642122,115337596.68,102282784.1,149836261.7,88997535.29,160339936.58,21402416.96,31692173.0,34781568.64,65958029.73,81478092.87,74382515.49,30954844.18,73511585.0,68350339.8,51660316.79,66532941.54
"MFG Tijuana, MEX_5",KPI: Total Sales from Ops,FY26 Q1,122984062.47245875,88881857.84310076,667.0,428.0,10890.271459782412,62706.52702262413,20262027.22,159435571.71,169962633.98,40761194.13,82618278.71,64881637.79,179214542.4,162622226.24,84410037.22,34971427.36,180956289.43,178442983.97,102032110.89,92196030.87,52135588.9,50112598.72
"MFG Tijuana, MEX_6",KPI: Total Sales from Ops,FY26 Q1,104644647.51445381,58516430.46443658,663.0,246.0,29157.754075529214,108929.37438187544,91449095.62,42022733.85,154165925.03,126648252.51,152749545.73,76442339.77,169334119.94,55542863.24,173192450.36,107815695.08,121654438.76,57556201.06,29484157.18,77541066.66,181317970.71,101487527.52
"MFG Tijuana, MEX_7",KPI: Total Sales from Ops,FY26 Q1,109506926.57594186,81493212.31697631,251.0,139.0,-15925.704455216963,230295.43940449646,163306127.0,62471300.16,120950842.95,185695681.41,118213433.59,41689718.74,24530362.61,190867790.9,49076187.02,88285238.55,190431161.91,120466252.63,140164453.9,96905535.67,123710099.29,126005433.15
"MFG Tijuana, MEX_8",KPI: Total Sales from Ops,FY26 Q1,37700885.31947,28536734.373349875,119.0,20.0,51770.886364790385,150170.77343550374,34943196.31,91249353.31,181504389.67,157211930.87,81198807.79,39905974.19,139709849.35,183698763.8,133440883.4,139880318.95,51293776.48,59431878.37,138402098.57,65001700.31,181061476.7,39687770.61
"MFG Tijuana, MEX_9",KPI: Total Sales from Ops,FY26 Q1,114616994.2854922,144993124.75412568,1189.0,368.0,-34693.17762521817,29549.069912366616,76714479.18,190037443.67,190759794.41,37036196.45,84497525.64,153709078.24,183207171.44,78180392.07,91556510.0,159576768.49,50237909.87,147461409.38,110290470.71,113799502.17,187082216.8,115801482.43
"GSS Bangalore, IND_1",Material Loss,FY26 Q1,4951291.046136024,5083032.818855706,202.0,90.0,-2031.4474651144685,3095.6735025937924,1452583.73,1263300.12,4319942.33,4411551.63,3012753.64,6397141.35,3722966.55,6141937.62,6369899.04,7993110.84,5739810.49,1388110.73,2269009.75,6024648.2,5475018.74,2344232.65
"GSS Bangalore, IND_10",Material Loss,FY26 Q1,6255589.216099968,7872609.278586173,813.0,255.0,-1045.484445859402,-3008.0047372647496,4230264.75,9853940.19,8342778.19,9327584.54,4094545.24,6606745.11,3763055.48,3678255.47,4006005.43,7715095.65,3300435.33,6771289.75,8835240.03,3254098.39,6685598.48,1129201.63
"GSS Bangalore, IND_2",Material Loss,FY26 Q1,3931245.2028392977,5471771.155694051,1091.0,232.0,-2979.339544811745,7370.402976443365,7059963.6,8700865.72,4566698.61,2492233.28,6304065.72,1246490.04,6831605.46,6698436.73,4015990.49,4882652.33,1616177.09,7328647.43,3923185.16,1370444.76,8658693.81,2759063.21
"GSS Bangalore, IND_3",Material Loss,FY26 Q1,5665685.988864985,5324759.2178396685,1494.0,42.0,70.89694888208668,5595.398318939979,3639488.42,8679593.11,4631067.1,6910385.3,4990733.35,9197233.24,5041502.31,9254726.05,7190645.19,7738666.95,9310087.88,4630707.57,4348259.66,1451321.94,1554975.54,8783627.35
"GSS Bangalore, IND_4",Material Loss,FY26 Q1,4524037.642272171,8677159.309833718,1065.0,325.0,-1215.7066853060237,-8795.058608340407,5605649.62,7669469.82,4869095.97,7803824.07,8954865.46,3206442.42,5423724.0,1979266.23,4938664.01,4799309.02,9795600.37,2232972.8,3513809.88,2538191.3,5927479.81,2463584.75
"GSS Bangalore, IND_5",Material Loss,FY26 Q1,4614755.297970481,7294241.6061568465,1302.0,429.0,302.1871644615073,-7163.016308427152,4884071.9,6271855.71,7666060.31,4209417.51,1592010.46,7173214.58,8574089.07,5769813.05,4973566.11,8227304.81,5461590.25,1565857.3,9792554.5,8923674.75,9013380.59,2898784.65
"GSS Bangalore, IND_6",Material Loss,FY26 Q1,6131502.423192177,10267390.602355724,759.0,244.0,-3300.716984606129,-6682.9671633094085,9849209.32,6456894.71,1296644.65,9562404.08,3521941.03,2320281.12,6882147.67,2690879.0,7884259.87,5526004.76,4984341.17,6522176.6,4940620.17,5547966.11,2861990.32,7313634.19
"GSS Bangalore, IND_7",Material Loss,FY26 Q1,7035308.750314399,3811426.5337979603,1433.0,204.0,3684.404999013781,-10077.79483857995,9177872.03,3953661.04,2453352.04,3997884.87,9866411.8,2574996.78,7522221.2,4711123.49,7584452.84,3515918.87,2505382.46,2404072.36,3509408.42,9364831.84,8259835.99,8368655.02
"GSS Bangalore, IND_8",Material Loss,FY26 Q1,7074552.355944805,7507474.069802776,327.0,400.0,-4110.753774831917,2278.2369262801644,7185547.21,2377004.3,7860047.63,1303224.83,4940630.14,2722933.64,9870762.17,3426906.63,9647218.2,4542347.28,2598259.02,6777588.84,2690734.52,6051006.92,3589880.24,2832112.78
"GSS Bangalore, IND_9",Material Loss,FY26 Q1,4374121.042406749,130233.1043161028,1177.0,262.0,1208.5860168016939,10768.634337080355,6320026.2,5558869.88,1326861.14,5983603.29,5175174.52,1161588.15,1635643.6,6284156.82,1785976.22,5735797.76,9202047.39,1003421.12,7068646.59,8326100.97,8476559.51,4224822.4
"GSS Corlu, TUR_1",Material Loss,FY26 Q1,4447318.910386477,3184025.998412773,579.0,50.0,2163.764688996756,209.46314089163002,6528236.38,2833063.39,2062286.67,3261235.46,3351661.77,6529716.12,4106748.36,7421166.04,6870253.28,8879183.71,6118707.51,2432365.66,6906889.94,1615951.15,9150939.4,1592198.75
"GSS Corlu, TUR_10",Material Loss,FY26 Q1,6551561.185436299,3373511.2644196223,900.0,466.0,2908.0280485537423,1203.4864320135378,5420566.06,4383033.2,9500298.91,7382004.45,4670093.17,8284541.86,8484566.12,6338999.53,8816443.5,4731997.63,8893188.19,1905063.36,1770728.91,3297293.2,7692643.2,8466827.41
"GSS Corlu, TUR_2",Material Loss,FY26 Q1,2796923.1698808414,3692383.079005209,1448.0,280.0,-746.7863351516626,663.881086340143,3086621.62,1696349.57,4376887.9,6877713.13,1761053.04,4759998.99,1601812.05,1131714.06,3629654.14,3162956.28,4844365.12,2617158.88,1607733.24,3431541.43,6096891.57,7016387.61
"GSS Corlu, TUR_3",Material Loss,FY26 Q1,5342607.471842432,6191167.996844757,559.0,483.0,-213.4783165308934,-1509.7849814939036,9078416.42,8067332.9,4345649.71,4412994.06,1481211.73,9193509.21,8136732.73,4283617.07,5685996.45,1521009.3,5660708.21,5829063.2,2657525.84,8768989.56,5634892.35,1538474.91
"GSS Corlu, TUR_4",Material Loss,FY26 Q1,4638913.013842473,4712450.3811660735,1237.0,500.0,-1711.9864000221478,4088.379619007592,7077626.01,9559628.6,3360512.65,5828981.33,5804145.25,2285013.1,5835462.91,1833706.87,2835535.82,1181270.97,3733461.35,3821648.58,5397507.06,4812869.91,9374104.0,3709985.61
"GSS Corlu, TUR_5",Material Loss,FY26 Q1,5587369.71291842,5823776.838811963,433.0,52.0,-143.70642853146876,-3349.6585065272343,3565934.09,7051490.63,5603148.75,4825522.79,5392245.9,5182438.06,3434069.06,2072388.17,2261166.91,9452857.21,3686303.46,6654040.77,1242069.93,2069619.23,3607553.16,3287382.04
"GSS Corlu, TUR_6",Material Loss,FY26 Q1,4221906.994838425,6227796.558338642,958.0,310.0,-429.12074950606376,-5144.489953140025,1412213.32,6913089.43,8611444.6,2201382.35,4660407.21,4988365.39,1402652.8,5115556.0,6367797.94,4035628.97,4630524.07,2762838.07,7645226.91,9178621.86,9296606.42,9356749.1
"GSS Corlu, TUR_7",Material Loss,FY26 Q1,4120181.1819387693,3224259.7598671853,1488.0,349.0,424.749699321572,756.1428924959454,2197129.95,3820339.28,1509188.91,5384805.7,2138642.28,4524541.58,1509352.35,2288572.04,6126358.44,2305143.67,3332562.4,9957813.94,6284278.87,2074901.22,4013577.92,6937083.98
"GSS Corlu, TUR_8",Material Loss,FY26 Q1,5319181.7140306495,8633381.406381557,1337.0,407.0,-249.8674240567332,-7322.179229452224,7181315.05,2556496.97,5802226.03,6667648.02,5765675.15,2876678.21,3970364.02,6844181.39,6754306.81,7101666.26,9082412.91,6470684.39,9834642.96,2240872.71,7564167.64,5875009.39
"GSS Corlu, TUR_9",Material Loss,FY26 Q1,3941270.7136795665,7388864.448686322,819.0,481.0,-1256.928656423073,-5027.378722237544,4751439.07,5071444.72,4186529.57,2795418.38,5299165.1,9075539.96,3380535.24,2402257.65,4158406.56,8581625.68,4447556.69,3830933.9,8664050.24,4572093.31,1923063.59,7410165.6
"MECH Zurich, CHE_1",Material Loss,FY26 Q1,5275600.394261874,5872180.267479688,419.0,373.0,-1612.3763124034517,211.81180074861356,9879431.27,2979199.6,7374990.24,6664686.55,6242440.96,6901326.39,3553681.27,2807780.44,1273032.02,7033430.0,3658691.1,2992638.62,4256438.03,7393306.16,1631105.33,6711216.27
"MECH Zurich, CHE_10",Material Loss,FY26 Q1,6613161.705399119,5576176.841409854,1318.0,348.0,1132.0120216984024,-1307.491323589737,7247088.61,8656109.85,2080253.41,3013501.76,6797388.1,5037230.8,7408180.55,4047236.74,9722535.73,9590885.17,3422316.39,5746827.74,4123453.05,2120696.18,2619684.25,3290805.49
"MECH Zurich, CHE_2",Material Loss,FY26 Q1,5086373.256249787,3049217.2527473895,1303.0,408.0,2227.972786590051,-2122.285630942252,5327134.79,3755989.64,4576222.39,6392736.95,4287660.15,8420768.54,2830275.08,4740278.52,1116614.26,3633090.65,4923175.33,2110021.87,9036066.55,7397162.86,4232764.6,6638960.85
"MECH Zurich, CHE_3",Material Loss,FY26 Q1,2821980.568305607,1349032.7048825966,323.0,92.0,3876.1703591947803,2401.5743195988734,4750858.57,5225163.49,1341435.17,2957646.95,3125170.89,8749486.61,4539324.0,4157370.05,3776616.3,3548093.79,3497194.37,9368864.3,3190539.72,8430116.63,5023338.83,8953312.0
"MECH Zurich, CHE_4",Material Loss,FY26 Q1,5321107.031702191,4409570.238777062,705.0,310.0,1257.2598180119487,81.18910073130576,5127462.99,6370244.14,3469810.71,7513130.22,3796013.56,2316215.27,5775720.31,8281250.38,6584033.57,2747498.58,6026434.25,6165273.02,1799608.43,5849158.98,9181610.48,3359486.89
"MECH Zurich, CHE_5",Material Loss,FY26 Q1,1512984.3922107636,3358570.374371907,1125.0,74.0,-2282.618418660829,9761.61809232823,1518865.34,2717810.32,2666929.5,3441675.89,8678701.54,5116071.79,2502226.58,4381292.21,7151095.38,8202047.74,6431670.56,3607711.27,6275539.39,3808133.6,6283116.93,1657454.5
"MECH Zurich, CHE_6",Material Loss,FY26 Q1,5878657.2108504595,5096040.099851629,1244.0,379.0,88.87532570406357,1773.2353715645788,3587872.6,1491789.04,3597779.81,5371407.53,5965852.38,7393900.72,5014055.93,9960056.98,6914182.12,6216324.14,5084305.59,7101214.57,6502487.89,5508689.12,2939886.04,7446928.24
"MECH Zurich, CHE_7",Material Loss,FY26 Q1,6854599.682342105,3665435.884755331,938.0,229.0,4308.080913733735,-3719.720958495502,9606564.75,8926400.54,4356006.43,4432067.06,9785922.29,3000242.61,6602334.96,1784209.86,5940253.46,6863142.82,2669545.23,6599298.63,1858562.37,7922440.69,6909207.71,8528088.79
"MECH Zurich, CHE_8",Material Loss,FY26 Q1,6684463.178874542,4963712.309635243,1189.0,104.0,1929.628472290671,-5515.167156868359,6515746.06,4432468.03,6861454.29,3256821.06,1488689.14,7560573.94,6129489.48,2679396.44,5313913.97,3792842.48,3956012.85,5579044.67,3365686.79,2280853.07,2211845.4,2947141.7
"MECH Zurich, CHE_9",Material Loss,FY26 Q1,5604075.525157592,8098810.225855008,230.0,484.0,-2617.4682034530388,-3910.572342775241,1990538.6,8417194.19,3103576.02,8133025.35,9315142.74,8406123.43,2929341.55,2251568.01,1079331.81,6064469.15,2489764.92,8284814.11,2428949.92,1374784.96,2826571.45,4134027.68
"MFG Cork, IRL_1",Material Loss,FY26 Q1,4788215.562512577,1907903.8234525947,1276.0,243.0,301.47714336046266,10270.069564329347,3341609.24,7619898.88,5564062.78,8697507.04,5974842.31,5175615.09,2545082.49,1542122.5,4653384.77,1890171.88,7191601.9,5948609.28,1281698.7,6188688.71,7540097.6,1986690.54
"MFG Cork, IRL_10",Material Loss,FY26 Q1,4474978.930195898,10082521.895802738,1284.0,312.0,-4007.026620607953,-1482.4384126481698,7564096.16,5225542.03,6457330.15,5623755.89,9947436.92,1149815.34,2985542.5,6530759.32,1635336.01,4107074.54,9441765.74,9116866.85,5706347.56,3526859.7,4568087.41,6141514.09
"MFG Cork, IRL_2",Material Loss,FY26 Q1,4060526.202862634,4362266.085834393,747.0,138.0,-1466.8745980991703,5753.735085567543,8194859.49,1349489.29,3207590.17,2630926.08,3930461.4,2506604.95,4356902.83,6419613.62,8757548.56,3109479.0,3551939.18,5878219.68,7936263.72,7196728.32,6887577.53,3099068.42
"MFG Cork, IRL_3",Material Loss,FY26 Q1,5651719.999875349,3736110.511041801,1298.0,448.0,391.6179947329684,3141.2708296208825,3379993.05,4219445.47,3020649.34,3360242.52,8364364.78,4231836.34,2018785.48,3536660.61,7138609.79,3959955.42,6220680.74,5859672.1,4953479.94,2204517.0,3369357.12,9984167.38
"MFG Cork, IRL_4",Material Loss,FY26 Q1,3262099.5409270325,6339271.041561046,156.0,420.0,1023.2713203975125,-7706.671015752441,3796216.01,3841370.04,7870825.06,6923929.95,5724647.35,6725550.86,5967337.57,5827846.45,7202493.58,8005747.0,7475074.27,5151132.29,5065888.03,2429372.15,2867569.76,3758710.98
"MFG Cork, IRL_5",Material Loss,FY26 Q1,3234077.1657814095,2332974.009443893,725.0,210.0,-2562.350501375037,13137.177475401992,3224154.36,7161133.33,1203739.87,1165944.34,2042708.81,7076178.12,7869330.34,3490852.64,9625365.17,5943245.95,1476936.18,1996823.15,1678640.88,7321826.62,7576742.8,9109804.54
"MFG Cork, IRL_6",Material Loss,FY26 Q1,8023235.9986256,4651919.388207816,740.0,470.0,448.9355171965921,6466.179420621927,8896694.49,9582549.04,9877313.13,8198967.94,6958031.19,6849334.82,3884486.22,3677596.31,7263762.34,8962305.85,3137830.94,5181675.15,3227290.17,1266852.76,1727848.93,8737036.35
"MFG Cork, IRL_7",Material Loss,FY26 Q1,8142213.227852964,7257114.914991468,121.0,421.0,-1558.3252971968507,2550.2510067038347,5777238.48,4759861.14,9014961.73,8669947.73,6160434.91,1779117.85,7620471.89,7390552.58,5365949.6,4830386.48,8973058.05,8073887.67,1039582.06,2467771.81,4683360.22,2947966.39
"MFG Cork, IRL_8",Material Loss,FY26 Q1,4510028.376185755,7511514.72489463,930.0,320.0,-1331.6888780350876,-5509.424037925761,5530799.43,5090742.4,4117857.16,9392102.26,5465231.64,2903502.82,3149229.98,5390956.51,5258128.99,4970814.63,6782474.14,6562249.13,8881768.14,6877402.14,2011589.59,9608058.24
"MFG Cork, IRL_9",Material Loss,FY26 Q1,9531005.370768532,5093018.877576785,268.0,407.0,-2240.23177953546,12379.284054317568,6072865.94,8046143.23,2555820.75,7486209.17,8231596.4,8919604.41,4079203.37,7292689.01,5519419.09,1741678.24,2692939.28,8074306.51,1652571.11,8977266.3,5739070.83,7874475.08
"MFG Manaus, BRA_1",Material Loss,FY26 Q1,4906368.667568417,6878610.0871111695,435.0,321.0,1205.3447924491425,-7777.465433825946,6208610.54,7715211.1,5115804.68,4819656.58,2922265.39,6566751.76,2159058.1,4492944.06,7080219.42,3960974.85,9737352.58,5470183.15,9781311.3,7121084.89,5386279.82,5154231.79
"MFG Manaus, BRA_10",Material Loss,FY26 Q1,6716665.291298341,11349493.676802024,788.0,123.0,-4807.106787614218,-6868.522250924223,7173559.18,8427295.43,2041756.26,4680148.77,6830534.22,9972282.17,1062109.25,8168329.91,5325958.56,1657713.18,3655001.92,6118193.97,2329281.52,6815797.36,6035575.34,8717456.05
"MFG Manaus, BRA_2",Material Loss,FY26 Q1,9055690.89654789,8474056.926842451,558.0,486.0,-4964.032910962087,6896.222909510869,5431886.48,4104878.25,8976781.51,7018807.35,6301502.46,3147920.01,2769483.06,8700622.15,5636306.92,7689376.69,4861677.79,1193338.95,5306617.93,6530004.36,9025514.4,9564809.76
"MFG Manaus, BRA_3",Material Loss,FY26 Q1,3902757.759750276,3351471.511420018,327.0,67.0,2737.2206070129055,-5131.117763626304,2420197.84,8464475.85,2382588.87,7379369.43,4400945.37,2596657.5,8900087.57,1928325.26,1411250.97,5944018.52,2545749.3,2645065.37,7865600.26,6020107.8,2928755.69,1236432.37
"MFG Manaus, BRA_4",Material Loss,FY26 Q1,4351054.098975214,8007258.724965451,1457.0,290.0,-3659.2752333754406,5777.101341509584,6947747.41,9371389.16,5107755.59,2135997.43,2170733.46,1975352.61,4237651.39,3363800.77,4680525.84,9205579.33,8463438.15,8952793.68,1736008.54,7847747.76,4541818.64,4795532.43
"MFG Manaus, BRA_5",Material Loss,FY26 Q1,4785769.858313891,4897629.103348993,303.0,343.0,1062.1129437734776,-1264.3716239022324,3395604.95,4192150.82,8149781.74,4921974.36,2843137.98,3055207.36,9302990.05,7003972.11,4960871.6,7661218.22,2834652.0,3737610.32,1554399.95,9073489.13,9537595.49,9155782.84
"MFG Manaus, BRA_6",Material Loss,FY26 Q1,6407392.064467862,5123312.697946919,813.0,189.0,1550.0222030615362,126.51489646515462,7796103.13,2596511.63,8054125.79,7362889.67,8070821.1,5681177.72,7369119.57,8123317.87,2044919.98,6539120.47,6935276.56,5959660.49,6751464.89,8900610.99,4687242.39,1625472.3
"MFG Manaus, BRA_7",Material Loss,FY26 Q1,5470005.227635919,1002812.4817881901,909.0,224.0,3513.255158702909,5685.909850833862,7441146.1,3181692.09,1121867.84,9760609.75,1828927.06,7893270.86,9047002.26,9904567.27,3526645.37,1423994.91,5681607.97,6517491.81,5761859.25,3954300.97,2442371.87,7478609.98
"MFG Manaus, BRA_8",Material Loss,FY26 Q1,2718176.8893185086,5205154.395693874,417.0,415.0,2497.4148674926932,-8502.167484626068,2922953.32,8181384.36,3396081.55,3164331.72,3900294.49,8453788.46,6737683.31,8329158.91,2068655.59,5826985.85,5668056.79,2877641.84,3347552.65,7837937.39,8861905.01,5176562.56
"MFG Manaus, BRA_9",Material Loss,FY26 Q1,4366955.857208367,4875592.285862536,951.0,271.0,-743.239429604263,731.307265311754,6606510.23,5369548.79,4281298.97,5043418.08,6217368.19,4516961.23,4789794.24,5863088.69,3868441.22,3231070.18,1205389.82,3462541.44,9324807.05,2257870.54,7584338.79,6627190.58
"MFG Northfield, USA_1",Material Loss,FY26 Q1,5343310.0408064285,6047155.690963887,1357.0,382.0,1087.8017267227726,-5706.786893508535,1468367.31,9167235.88,1969751.35,5273517.4,5160537.23,4218303.06,6735543.08,4436969.57,8695660.17,7320221.18,6765794.24,7703224.79,6230161.09,8308876.67,3501099.31,7083120.65
"MFG Northfield, USA_10",Material Loss,FY26 Q1,6084288.58518889,4684230.959230365,437.0,323.0,2230.8783660555014,1316.2965324838108,8628824.22,8481929.13,4881239.91,5294468.93,6900103.38,4865049.73,8785948.56,3947084.4,8337207.44,9651114.01,6726840.96,4300563.31,6905071.32,9711640.88,4151029.79,2400093.25
"MFG Northfield, USA_2",Material Loss,FY26 Q1,5532109.335631667,5039381.45867598,198.0,127.0,-1100.2572048978986,5595.108689176936,9901160.21,2833567.61,5478915.65,5133155.77,4870189.98,3865832.07,9635399.91,2984545.21,6106426.19,6849161.09,1327200.6,8177566.86,7768673.75,1197608.48,9680536.44,1814560.29
"MFG Northfield, USA_3",Material Loss,FY26 Q1,3744131.947083023,3380460.6047828626,809.0,127.0,-469.25540080553617,5852.747728754637,9595837.12,4298801.31,2884921.84,2108379.35,8526964.41,5349825.38,3216756.85,4328094.77,3442717.65,2537688.24,2941853.74,1382314.18,7774231.8,7329928.89,8840719.09,2861649.46
"MFG Northfield, USA_4",Material Loss,FY26 Q1,7924519.562336877,2431232.104084266,1326.0,485.0,1354.4058461365134,7623.39238407339,4523722.57,1083258.2,9882369.64,8020024.5,1495464.11,1080536.92,7811468.56,4578201.62,8873895.75,8487924.78,3204991.37,5837341.46,2275133.89,9550462.9,6863268.52,1145999.79
"MFG Northfield, USA_5",Material Loss,FY26 Q1,7232231.611698858,2637475.007289644,1217.0,485.0,816.6661319005311,7424.482313167565,3683777.83,4193980.74,8925089.12,4889896.51,8015041.89,8268319.56,1778105.71,1869032.12,5278976.17,6807702.87,2711678.67,3223514.4,4264536.46,2213096.32,6073998.13,5500787.23
"MFG Northfield, USA_6",Material Loss,FY26 Q1,4806288.238667587,3346856.0116558317,561.0,24.0,2678.590130199711,-1802.3681679284564,6233827.43,8913198.06,8251359.28,7840463.63,1073278.09,5215116.14,8545799.47,1162610.24,5753199.5,1551403.53,3225022.52,5395816.42,4266489.21,2248864.93,7965147.44,4241736.01
